id,classification,categories,text
KA-01848,informational,311-95,"Dealer in Products for the Disabled License. Apply for or renew a license to sell, rent, repair, or adjust any instrument or device designed for the disabled."
KA-01849,informational,311-95,Horse Stable Permit. Apply for or renew a permit to run a horse stable.
KA-01850,informational,311-95,Frozen Dessert Manufacturer Permit. Apply for or renew a permit to use a frozen dessert machine.
KA-01854,unclear,311-95,Retail Laundry License. The City no longer requires a Retail Laundry License.
KA-01855,informational,311-95,Debt Collection Agency License. Apply for or renew a license to collect personal or household debts.
KA-01856,informational,311-95,Locksmith Apprentice License. Apply for or renew a license to train to be a locksmith.
KA-01857,informational,311-95,Tattoo License. Apply for or renew a license for a tattoo artist.
KA-01858,informational,311-95,Pedicab Business License. Apply for or renew a license for a business to operate pedicabs for hire to passengers.
KA-01859,informational,311-95,Pedicab Driver License. Apply for or renew a license to drive a pedicab for hire to passengers.
KA-01860,informational,311-95,Pet Store Permit. Apply for or renew a permit to sell pets.
KA-01861,informational,311-95,Storage Warehouse License. Apply for or renew a license to store goods for a fee.
KA-01862,informational,311-95,Electronic and Home Appliance Service Dealer License. Apply for or renew a license to repair electronic equipment or appliances.
KA-01863,informational,311-95,Secondhand Dealer General License. Apply for or renew a license to buy or sell used items.
KA-01864,unclear,311-95,Auctioneer License. The City no longer requires a license to sell goods by public auction.
KA-01865,informational,311-95,"Process Serving Agency License. Apply for or renew a license to assign, distribute, or deliver process to another for actual service."
KA-01866,informational,311-95,Stoop Line Stand License. Apply for or renew a license to sell items from a stand outside a store.
KA-01867,informational,311-95,Industrial Laundry License. Apply for or renew a license to give laundry services to commercial clients or if your laundry facility is maintained in a commercial establishment.
KA-01868,informational,311-95,Process Server Individual License. Apply for or renew a license to serve five or more processes in any one-year period.
KA-01869,informational,311-95,"Ticket Seller Business License. Apply for or renew a license for a business to sell, give, or transfer tickets to a person or company to vend in a public space."
KA-01870,informational,311-95,Ticket Seller Individual License. Apply for or renew a license to sell tickets in a public space.
KA-01871,informational,311-95,Sightseeing Bus License. Apply for or renew a license to drive a sightseeing vehicle that carries eight or more paying passengers.
KA-01872,informational,311-95,Sightseeing Guide License. Apply for or renew a license to guide or direct people to places of interest for a fee.
KA-01873,informational,311-95,Tow Truck Company License. Apply for or renew a license to tow vehicles for profit.
KA-01874,informational,311-95,Tow Truck Driver License. Apply for or renew a license to drive a tow truck.
KA-01875,informational,311-95,Employment Agency License. Apply for or renew a license to provide job assistance for a fee.
KA-01876,informational,311-95,"Electronics Store License. Apply for or renew a license to sell audio, video, photo, or computer equipment."
KA-01877,informational,311-95,Scale Dealer or Repairer License. Apply for or renew a license to sell or repair weighing or measuring devices.
KA-01878,informational,311-95,Food Establishment Permit. Apply for or renew a permit to run a restaurant or other eatery.
KA-01879,informational,311-95,Community Private Sewage Disposal System Permit. Apply for or renew a permit to construct or operate a private community sewage disposal system.
KA-01880,informational,311-95,Animal Shelter Permit. Apply for or renew a permit to run an animal shelter.
KA-01881,unclear,311-95,Gaming Cafe License. The City no longer requires a license to operate a gaming cafe.
KA-01882,informational,311-95,Bingo License. Apply for a license to host bingo games.
KA-01883,informational,311-95,Roof Tank Commercial Treatment Permit. Apply for or renew a permit to treat or clean a building water tank.
KA-01884,informational,311-95,Water Well Permit. Apply for or renew a permit to install or use water wells for residential or commercial purpose.
KA-01885,informational,311-37|311-31,Donate Art Supplies. Give materials or money to cultural organizations.
KA-01886,submittable,311-48,Indoor Air Quality. Report a problem with indoor air quality and learn how to improve air quality in your home.
KA-01888,unclear,311-56,Poison Control Center. Get help for poison-related issues.
KA-01889,submittable,311-94,Choking Poster. Get a poster for a restaurant or other food establishment with instructions to help a person who is choking.
KA-01890,informational,311-66,"Dog License. Apply for, renew, update, or replace a dog license."
KA-01891,submittable,311-33,Single Occupancy Bathroom Complaint. Report a missing sign saying a single-occupancy bathroom is for people of any gender.
KA-01892,informational,311-37|311-38|311-39|311-36,"Events. Learn about parades, festivals, exhibitions, public meetings, and workshops at City Agencies."
KA-01893,submittable,311-33,Store Air Conditioning Complaint. Report a store that leaves its doors or windows open when cooling systems are on.
KA-01895,informational,311-62|311-61|311-80|311-81|311-60,Tree Planting. Learn about the Neighborhood Tree Planting Program. Report a problem with the location or condition of a newly planted tree.
KA-01896,informational,311-62|311-61|311-80,"Tree Work Permit. Apply for a permit to add, prune, decorate, or remove a curbside tree at the property owner's expense."
KA-01897,informational,311-56,Health Care Provider Assistance. Get help if you're a doctor or health care professional.
KA-01900,submittable,311-64|311-29,Older Adult Center Complaint. Report a problem with an older adult center.
KA-01901,submittable,311-64,Vacant Building Complaint. Report an open vacant building.
KA-01902,submittable,311-64,Adult Establishment Zoning Complaint. Report an adult establishment that does not follow zoning regulations.
KA-01903,submittable,311-64,"Advertising Sign Complaint. Report a billboard, poster, or flexible fabric sign that does not follow permit regulations."
KA-01904,submittable,311-64,Sprinkler System Complaint. Report a problem with a broken sprinkler system in a 1 or 2 family home or commercial building.
KA-01905,informational,311-64|311-68,Unsafe Construction Material Storage. Report unsafe storage of flammable or explosive material at a construction site or in a building.
KA-01906,submittable,311-64|311-68,Unsafe New Building Structure. Report a new building under construction that is unsafe.
KA-01907,submittable,311-64,"Property Grade Change Complaint. Report improper or unapproved changes to a property's grade, slope, or ground level."
KA-01908,submittable,311-64,Air Conditioner in Danger of Falling. Report a window air conditioner that is in danger of falling.
KA-01910,submittable,311-64,"Department of Buildings Notice Defaced. Report a Department of Buildings notice that is defaced, unreadable, or missing."
KA-01911,informational,311-64,Stop Work Order. Learn about a Stop Work Order. Report work being done while an order is in effect.
KA-01912,informational,311-64,Excavation Undermining Nearby Building. Report building excavation that is undermining a nearby building.
KA-01913,submittable,311-64,"Gas Piping or Hookup Complaint. Report an improper, illegal, defective, or unpermitted gas piping or hookup."
KA-01914,submittable,311-64,Place of Assembly Without Permit Complaint. Report an establishment that does not have a Place of Assembly permit posted.
